product_id,product_name,category,subcategory,cost_price_cents,retail_price_cents,weight_kg,sku,created_at
PROD_00000039,Snacks - Expanded disintermediate concept,Food & Gourmet,Snacks,184,363,0.29,SKU-FOO-00039,2021-01-12
PROD_00000040,Nail Care - Phased bandwidth-monitored algorithm,Beauty,Nail Care,302,460,0.66,SKU-BEA-00040,2021-08-24
PROD_00000041,Textbooks - Innovative foreground database,Books,Textbooks,448,703,4.7,SKU-BOO-00041,2019-11-04
PROD_00000042,Shoes - User-centric fresh-thinking array,Clothing,Shoes,87,253,3.53,SKU-CLO-00042,2024-11-08
PROD_00000043,Textbooks - Extended foreground projection,Books,Textbooks,97,271,4.21,SKU-BOO-00043,2021-03-12
PROD_00000044,Puzzles - Optimized upward-trending customer loyalty,Toys,Puzzles,734,2086,0.91,SKU-TOY-00044,2019-04-20
PROD_00000045,Building Sets - Synergistic tertiary frame,Toys,Building Sets,348,1038,1.03,SKU-TOY-00045,2023-07-23
PROD_00000046,Non-Fiction - Face-to-face asymmetric standardization,Books,Non-Fiction,222,367,0.28,SKU-BOO-00046,2019-12-06
PROD_00000047,Coffee & Tea - Organic asynchronous portal,Food & Gourmet,Coffee & Tea,193,367,4.19,SKU-FOO-00047,2023-05-08
PROD_00000048,Tablets - Synergistic responsive architecture,Electronics,Tablets,200,487,4.94,SKU-ELE-00048,2021-09-05
PROD_00000049,Textbooks - Multi-tiered discrete workforce,Books,Textbooks,451,957,4.87,SKU-BOO-00049,2024-03-30
PROD_00000050,Tablets - Exclusive well-modulated hardware,Electronics,Tablets,629,1265,8.2,SKU-ELE-00050,2019-06-17
PROD_00000051,Haircare - Fundamental local product,Beauty,Haircare,49,93,2.51,SKU-BEA-00051,2020-07-10
PROD_00000052,Makeup - Configurable tangible help-desk,Beauty,Makeup,1657,3826,7.82,SKU-BEA-00052,2021-06-23
PROD_00000053,Jeans - Fundamental didactic encryption,Clothing,Jeans,1543,3515,1.35,SKU-CLO-00053,2019-04-15
PROD_00000054,Tablets - Sharable scalable middleware,Electronics,Tablets,39,61,0.28,SKU-ELE-00054,2024-08-09
PROD_00000055,Makeup - Down-sized fresh-thinking framework,Beauty,Makeup,1195,2511,3.9,SKU-BEA-00055,2025-01-06
PROD_00000056,Headphones - Customer-focused mobile website,Electronics,Headphones,1158,2594,0.27,SKU-ELE-00056,2019-05-26
PROD_00000057,Board Games - Open-source needs-based orchestration,Toys,Board Games,403,914,1.95,SKU-TOY-00057,2021-05-23
PROD_00000058,Sauces - Digitized system-worthy service-desk,Food & Gourmet,Sauces,110,182,4.29,SKU-FOO-00058,2019-10-26
PROD_00000059,Nail Care - Digitized 5thgeneration infrastructure,Beauty,Nail Care,1113,2851,2.28,SKU-BEA-00059,2023-10-03
PROD_00000060,Women's Dresses - Quality-focused client-driven open system,Clothing,Women's Dresses,316,424,16.09,SKU-CLO-00060,2020-10-07
PROD_00000061,Skincare - Stand-alone optimizing success,Beauty,Skincare,698,1328,0.23,SKU-BEA-00061,2020-09-29
PROD_00000062,Outdoor Gear - Function-based global throughput,Sports,Outdoor Gear,3711,9746,1.52,SKU-SPO-00062,2025-04-05
PROD_00000063,Outdoor Gear - Reactive system-worthy analyzer,Sports,Outdoor Gear,518,1169,1.68,SKU-SPO-00063,2021-02-22
PROD_00000064,Team Sports - Enhanced multimedia framework,Sports,Team Sports,161,280,0.43,SKU-SPO-00064,2021-06-15
PROD_00000065,Board Games - Monitored logistical capability,Toys,Board Games,288,714,0.52,SKU-TOY-00065,2020-01-06
PROD_00000066,Fitness Equipment - Synergistic next generation instruction set,Sports,Fitness Equipment,183,414,0.71,SKU-SPO-00066,2020-05-01
PROD_00000067,Bedding - Re-engineered systemic attitude,Home & Garden,Bedding,622,1650,0.55,SKU-HOM-00067,2024-07-30
PROD_00000068,Tablets - Versatile non-volatile protocol,Electronics,Tablets,180,458,1.48,SKU-ELE-00068,2025-01-21
PROD_00000069,Organic - Stand-alone multimedia artificial intelligence,Food & Gourmet,Organic,251,586,0.9,SKU-FOO-00069,2022-09-22
PROD_00000070,Tablets - Optimized value-added conglomeration,Electronics,Tablets,111,236,2.27,SKU-ELE-00070,2019-07-11
PROD_00000071,Smartphones - Multi-layered explicit policy,Electronics,Smartphones,353,538,3.16,SKU-ELE-00071,2020-12-30
PROD_00000072,Activewear - Robust dedicated benchmark,Clothing,Activewear,481,838,2.95,SKU-CLO-00072,2025-03-11
PROD_00000073,Makeup - Innovative fresh-thinking encryption,Beauty,Makeup,27,54,1.09,SKU-BEA-00073,2021-08-14
PROD_00000074,Smartwatches - Upgradable intangible Graphical User Interface,Electronics,Smartwatches,522,1210,2.19,SKU-ELE-00074,2020-01-16
PROD_00000075,Action Figures - Cross-platform dedicated data-warehouse,Toys,Action Figures,385,836,4.64,SKU-TOY-00075,2021-03-08
PROD_00000076,Tablets - Programmable intermediate budgetary management,Electronics,Tablets,187,334,2.57,SKU-ELE-00076,2019-08-27
PROD_00000077,Outdoor Gear - Face-to-face intangible Local Area Network,Sports,Outdoor Gear,3067,4020,10.58,SKU-SPO-00077,2022-01-10
PROD_00000078,Makeup - Team-oriented explicit info-mediaries,Beauty,Makeup,1052,2255,4.4,SKU-BEA-00078,2022-10-18
PROD_00000079,Furniture - Configurable intermediate attitude,Home & Garden,Furniture,134,239,9.19,SKU-HOM-00079,2025-02-27
PROD_00000080,Action Figures - Optimized 24/7 functionalities,Toys,Action Figures,932,2375,0.14,SKU-TOY-00080,2023-03-08
PROD_00000081,Laptops - Future-proofed disintermediate definition,Electronics,Laptops,1400,1876,1.82,SKU-ELE-00081,2023-07-26
PROD_00000082,Non-Fiction - Organized systemic adapter,Books,Non-Fiction,460,1055,1.19,SKU-BOO-00082,2019-02-06
PROD_00000083,Laptops - Polarized web-enabled secured line,Electronics,Laptops,579,1679,1.46,SKU-ELE-00083,2024-06-19
PROD_00000084,Running - Team-oriented disintermediate implementation,Sports,Running,565,902,0.74,SKU-SPO-00084,2022-11-26
PROD_00000085,Shoes - Phased attitude-oriented capacity,Clothing,Shoes,50,105,2.45,SKU-CLO-00085,2023-01-30
PROD_00000086,Snacks - Proactive tangible firmware,Food & Gourmet,Snacks,334,486,0.27,SKU-FOO-00086,2022-05-09
PROD_00000087,Women's Dresses - Polarized 24hour instruction set,Clothing,Women's Dresses,317,749,2.47,SKU-CLO-00087,2024-07-15
PROD_00000088,Jeans - Robust web-enabled hub,Clothing,Jeans,1686,3769,0.76,SKU-CLO-00088,2021-04-12
PROD_00000089,Cycling - Front-line asynchronous conglomeration,Sports,Cycling,563,1121,1.0,SKU-SPO-00089,2020-08-19
PROD_00000090,Organic - Customer-focused logistical utilization,Food & Gourmet,Organic,299,653,2.56,SKU-FOO-00090,2020-11-30
PROD_00000091,Kitchen - Progressive zero administration policy,Home & Garden,Kitchen,368,1039,1.78,SKU-HOM-00091,2023-07-05
PROD_00000092,Bedding - Innovative 24hour protocol,Home & Garden,Bedding,1122,1833,4.73,SKU-HOM-00092,2024-07-11
PROD_00000093,Action Figures - Synergized human-resource process improvement,Toys,Action Figures,335,448,0.63,SKU-TOY-00093,2020-03-16
PROD_00000094,Gift Baskets - Visionary local challenge,Food & Gourmet,Gift Baskets,200,552,1.52,SKU-FOO-00094,2024-02-04
PROD_00000095,Makeup - Right-sized interactive knowledge user,Beauty,Makeup,306,698,4.01,SKU-BEA-00095,2023-06-29
PROD_00000096,Building Sets - Digitized actuating flexibility,Toys,Building Sets,1033,2906,2.37,SKU-TOY-00096,2023-03-10
PROD_00000097,Textbooks - Cross-group neutral Internet solution,Books,Textbooks,662,1532,2.52,SKU-BOO-00097,2025-06-25
PROD_00000098,Comics - Down-sized reciprocal customer loyalty,Books,Comics,421,1127,4.99,SKU-BOO-00098,2021-12-30
PROD_00000099,Building Sets - Cloned reciprocal system engine,Toys,Building Sets,488,990,1.1,SKU-TOY-00099,2020-07-21
PROD_00000100,Haircare - Customer-focused secondary implementation,Beauty,Haircare,230,592,0.89,SKU-BEA-00100,2019-08-24
PROD_00000101,Fitness Equipment - Organic neutral product,Sports,Fitness Equipment,332,946,2.93,SKU-SPO-00101,2022-07-28
PROD_00000102,Coffee & Tea - Organized foreground synergy,Food & Gourmet,Coffee & Tea,207,470,1.42,SKU-FOO-00102,2022-03-31
PROD_00000103,Makeup - Team-oriented next generation info-mediaries,Beauty,Makeup,300,482,5.06,SKU-BEA-00103,2021-10-29
PROD_00000104,Laptops - Team-oriented empowering matrix,Electronics,Laptops,1550,2723,2.39,SKU-ELE-00104,2024-10-08
PROD_00000105,Smartwatches - Fundamental 24/7 time-frame,Electronics,Smartwatches,137,224,0.88,SKU-ELE-00105,2024-01-15
PROD_00000106,Lighting - Customizable real-time circuit,Home & Garden,Lighting,202,347,2.31,SKU-HOM-00106,2019-08-13
PROD_00000107,Laptops - Sharable high-level hardware,Electronics,Laptops,115,209,0.67,SKU-ELE-00107,2024-01-17
PROD_00000108,Haircare - Fully-configurable bottom-line knowledge user,Beauty,Haircare,92,206,4.25,SKU-BEA-00108,2020-08-04
PROD_00000109,Textbooks - Managed fresh-thinking website,Books,Textbooks,334,768,0.41,SKU-BOO-00109,2019-06-18
PROD_00000110,Action Figures - Adaptive empowering infrastructure,Toys,Action Figures,217,439,5.6,SKU-TOY-00110,2023-01-05
PROD_00000111,Kitchen - Customer-focused intermediate budgetary management,Home & Garden,Kitchen,2348,5508,2.27,SKU-HOM-00111,2019-01-14
PROD_00000112,Bedding - Implemented tertiary emulation,Home & Garden,Bedding,304,437,1.4,SKU-HOM-00112,2025-01-20
PROD_00000113,Team Sports - Quality-focused upward-trending flexibility,Sports,Team Sports,1464,2121,3.54,SKU-SPO-00113,2022-12-14
PROD_00000114,Lighting - Business-focused discrete portal,Home & Garden,Lighting,1062,1690,2.75,SKU-HOM-00114,2024-02-14
PROD_00000115,Jackets - Persistent clear-thinking implementation,Clothing,Jackets,327,713,6.24,SKU-CLO-00115,2023-03-24
PROD_00000116,Skincare - Polarized global forecast,Beauty,Skincare,3328,5537,6.18,SKU-BEA-00116,2023-08-17
PROD_00000117,Nail Care - Monitored leadingedge instruction set,Beauty,Nail Care,527,938,2.35,SKU-BEA-00117,2023-04-21
PROD_00000118,Fitness Equipment - Reverse-engineered responsive approach,Sports,Fitness Equipment,1831,3626,0.69,SKU-SPO-00118,2021-11-17
PROD_00000119,Board Games - Reduced explicit array,Toys,Board Games,1630,4368,0.96,SKU-TOY-00119,2023-09-28
PROD_00000120,Jackets - Fundamental clear-thinking help-desk,Clothing,Jackets,610,807,1.53,SKU-CLO-00120,2020-03-21
PROD_00000121,Fragrance - Switchable web-enabled approach,Beauty,Fragrance,855,2055,4.86,SKU-BEA-00121,2020-12-16
PROD_00000122,Jeans - Seamless heuristic infrastructure,Clothing,Jeans,753,1835,1.04,SKU-CLO-00122,2021-03-29
PROD_00000123,Team Sports - Exclusive incremental service-desk,Sports,Team Sports,128,340,1.14,SKU-SPO-00123,2024-11-21
PROD_00000124,Kitchen - Upgradable analyzing data-warehouse,Home & Garden,Kitchen,427,1232,10.47,SKU-HOM-00124,2020-03-01
PROD_00000125,Garden Tools - Profound full-range project,Home & Garden,Garden Tools,1181,1575,1.49,SKU-HOM-00125,2022-01-29
PROD_00000126,Cameras - Inverse cohesive middleware,Electronics,Cameras,1856,2898,0.87,SKU-ELE-00126,2023-04-14
PROD_00000127,Tablets - Versatile multi-state contingency,Electronics,Tablets,196,550,3.58,SKU-ELE-00127,2021-04-29
PROD_00000128,Organic - Ergonomic bifurcated database,Food & Gourmet,Organic,684,1422,1.56,SKU-FOO-00128,2023-03-26
PROD_00000129,Sauces - Distributed regional process improvement,Food & Gourmet,Sauces,469,1059,0.41,SKU-FOO-00129,2022-02-03
PROD_00000130,Cycling - Optimized mobile migration,Sports,Cycling,358,868,4.67,SKU-SPO-00130,2023-08-30
PROD_00000131,Children's - Extended fault-tolerant customer loyalty,Books,Children's,575,1411,0.78,SKU-BOO-00131,2024-06-24
PROD_00000132,Snacks - Multi-channeled national standardization,Food & Gourmet,Snacks,501,1444,1.72,SKU-FOO-00132,2019-10-04
PROD_00000133,Haircare - Synergized static hierarchy,Beauty,Haircare,693,2075,1.54,SKU-BEA-00133,2023-12-12
PROD_00000134,Fiction - Secured optimal benchmark,Books,Fiction,1705,4303,2.08,SKU-BOO-00134,2025-02-13
PROD_00000135,Dolls - Robust maximized time-frame,Toys,Dolls,883,1579,0.18,SKU-TOY-00135,2024-04-23
PROD_00000136,Dolls - Persistent incremental encryption,Toys,Dolls,550,1537,1.18,SKU-TOY-00136,2024-11-22
PROD_00000137,Running - Profound high-level migration,Sports,Running,2603,3601,5.08,SKU-SPO-00137,2020-06-29
PROD_00000138,Jackets - Object-based tertiary website,Clothing,Jackets,1224,2072,5.84,SKU-CLO-00138,2019-04-20
PROD_00000139,Makeup - Switchable object-oriented circuit,Beauty,Makeup,367,1036,0.61,SKU-BEA-00139,2020-06-28
PROD_00000140,Puzzles - Digitized full-range structure,Toys,Puzzles,119,206,4.14,SKU-TOY-00140,2021-01-12
PROD_00000141,Puzzles - Stand-alone tangible flexibility,Toys,Puzzles,150,251,0.77,SKU-TOY-00141,2025-06-22
PROD_00000142,Fitness Equipment - Focused mobile solution,Sports,Fitness Equipment,1025,1573,1.13,SKU-SPO-00142,2022-07-13
PROD_00000143,Furniture - Open-source dedicated instruction set,Home & Garden,Furniture,214,590,1.19,SKU-HOM-00143,2024-02-19
PROD_00000144,Skincare - Open-architected context-sensitive middleware,Beauty,Skincare,147,316,1.84,SKU-BEA-00144,2021-12-24
PROD_00000145,Makeup - Proactive bandwidth-monitored archive,Beauty,Makeup,189,462,4.49,SKU-BEA-00145,2019-11-29
PROD_00000146,Shoes - Persistent bifurcated workforce,Clothing,Shoes,202,344,2.15,SKU-CLO-00146,2023-03-17
PROD_00000147,Comics - Optional holistic data-warehouse,Books,Comics,944,2443,1.45,SKU-BOO-00147,2022-03-02
PROD_00000148,Decor - Sharable global policy,Home & Garden,Decor,344,891,4.34,SKU-HOM-00148,2020-08-14
PROD_00000149,Nail Care - Versatile full-range hardware,Beauty,Nail Care,102,186,0.74,SKU-BEA-00149,2021-02-21
PROD_00000150,Cameras - Ergonomic real-time flexibility,Electronics,Cameras,416,831,1.53,SKU-ELE-00150,2020-06-23
PROD_00000151,Non-Fiction - Multi-layered actuating interface,Books,Non-Fiction,503,833,4.46,SKU-BOO-00151,2023-04-08
PROD_00000152,Children's - Synchronized non-volatile model,Books,Children's,249,737,2.8,SKU-BOO-00152,2023-02-28
PROD_00000153,Fragrance - Seamless global middleware,Beauty,Fragrance,1281,3071,1.03,SKU-BEA-00153,2020-09-10
PROD_00000154,Headphones - Vision-oriented stable capacity,Electronics,Headphones,264,762,0.36,SKU-ELE-00154,2024-01-08
PROD_00000155,Jackets - Robust empowering monitoring,Clothing,Jackets,1222,2218,2.25,SKU-CLO-00155,2021-09-18
PROD_00000156,Skincare - Open-source disintermediate toolset,Beauty,Skincare,732,1924,0.34,SKU-BEA-00156,2024-11-16
PROD_00000157,Outdoor Gear - Centralized real-time orchestration,Sports,Outdoor Gear,1019,2651,1.33,SKU-SPO-00157,2025-06-22
PROD_00000158,Children's - Upgradable maximized strategy,Books,Children's,134,331,5.36,SKU-BOO-00158,2024-12-10
PROD_00000159,Fragrance - Distributed multi-state groupware,Beauty,Fragrance,445,1309,2.99,SKU-BEA-00159,2023-06-05
PROD_00000160,Non-Fiction - Inverse system-worthy product,Books,Non-Fiction,382,752,0.22,SKU-BOO-00160,2023-02-27
PROD_00000161,Gift Baskets - Grass-roots bottom-line knowledge user,Food & Gourmet,Gift Baskets,97,147,2.01,SKU-FOO-00161,2020-06-05
PROD_00000162,Makeup - Reduced demand-driven standardization,Beauty,Makeup,1218,2974,1.2,SKU-BEA-00162,2021-07-05
PROD_00000163,Fiction - Visionary reciprocal framework,Books,Fiction,178,452,0.46,SKU-BOO-00163,2020-12-17
PROD_00000164,Team Sports - Face-to-face attitude-oriented function,Sports,Team Sports,219,498,2.3,SKU-SPO-00164,2025-06-20
PROD_00000165,Makeup - Re-contextualized tertiary capability,Beauty,Makeup,146,241,1.01,SKU-BEA-00165,2024-04-20
PROD_00000166,Headphones - Fundamental cohesive archive,Electronics,Headphones,813,1754,1.01,SKU-ELE-00166,2020-07-13
PROD_00000167,Board Games - Multi-channeled eco-centric function,Toys,Board Games,87,159,1.87,SKU-TOY-00167,2021-08-26
PROD_00000168,Jeans - Up-sized 5thgeneration paradigm,Clothing,Jeans,748,1515,0.88,SKU-CLO-00168,2021-12-13
PROD_00000169,Smartwatches - Open-architected maximized info-mediaries,Electronics,Smartwatches,1146,2746,1.81,SKU-ELE-00169,2021-06-08
PROD_00000170,Tablets - Digitized fault-tolerant circuit,Electronics,Tablets,690,1771,0.91,SKU-ELE-00170,2021-03-03
PROD_00000171,Haircare - Reactive high-level methodology,Beauty,Haircare,822,1393,0.96,SKU-BEA-00171,2025-05-01
PROD_00000172,Children's - Fundamental 5thgeneration function,Books,Children's,862,1714,4.45,SKU-BOO-00172,2021-09-08
PROD_00000173,Furniture - Ameliorated zero-defect hub,Home & Garden,Furniture,156,274,4.93,SKU-HOM-00173,2021-03-12
PROD_00000174,Nail Care - Diverse value-added secured line,Beauty,Nail Care,1693,2772,0.3,SKU-BEA-00174,2019-02-12
PROD_00000175,Coffee & Tea - Team-oriented mobile productivity,Food & Gourmet,Coffee & Tea,254,668,3.48,SKU-FOO-00175,2023-05-29
PROD_00000176,Jeans - Team-oriented maximized utilization,Clothing,Jeans,377,1072,6.68,SKU-CLO-00176,2023-11-13
PROD_00000177,Organic - Ameliorated dedicated hub,Food & Gourmet,Organic,289,557,7.83,SKU-FOO-00177,2019-12-16
PROD_00000178,Action Figures - Function-based maximized Internet solution,Toys,Action Figures,659,1698,2.77,SKU-TOY-00178,2023-04-17
PROD_00000179,Fragrance - Multi-tiered discrete application,Beauty,Fragrance,235,663,0.57,SKU-BEA-00179,2022-02-03
PROD_00000180,Headphones - Organized stable intranet,Electronics,Headphones,431,1180,3.1,SKU-ELE-00180,2024-08-10
PROD_00000181,Makeup - Re-engineered real-time matrix,Beauty,Makeup,117,188,0.69,SKU-BEA-00181,2023-11-16
PROD_00000182,Smartwatches - Inverse asynchronous secured line,Electronics,Smartwatches,1292,3779,1.17,SKU-ELE-00182,2020-08-06
PROD_00000183,Dolls - Stand-alone 24hour paradigm,Toys,Dolls,788,1528,2.42,SKU-TOY-00183,2020-03-07
PROD_00000184,Furniture - Assimilated hybrid strategy,Home & Garden,Furniture,301,564,0.74,SKU-HOM-00184,2024-04-16
PROD_00000185,Running - Streamlined heuristic throughput,Sports,Running,252,354,0.52,SKU-SPO-00185,2024-10-01
PROD_00000186,Textbooks - Cross-platform regional forecast,Books,Textbooks,768,1633,2.63,SKU-BOO-00186,2022-09-10
PROD_00000187,Textbooks - Ameliorated mobile concept,Books,Textbooks,198,294,10.67,SKU-BOO-00187,2025-01-03
PROD_00000188,Skincare - Focused even-keeled workforce,Beauty,Skincare,457,787,5.72,SKU-BEA-00188,2024-07-23
PROD_00000189,Action Figures - Open-source bi-directional hierarchy,Toys,Action Figures,1288,2368,3.34,SKU-TOY-00189,2022-04-04
PROD_00000190,Lighting - Up-sized 6thgeneration flexibility,Home & Garden,Lighting,179,478,4.39,SKU-HOM-00190,2022-03-08
PROD_00000191,Outdoor Gear - Decentralized transitional support,Sports,Outdoor Gear,583,1625,3.12,SKU-SPO-00191,2019-10-26
PROD_00000192,Furniture - Cloned modular application,Home & Garden,Furniture,553,1003,2.59,SKU-HOM-00192,2024-04-23
PROD_00000193,Children's - Profound coherent open system,Books,Children's,366,1010,4.05,SKU-BOO-00193,2021-02-27
PROD_00000194,Bedding - Distributed client-driven application,Home & Garden,Bedding,243,670,0.42,SKU-HOM-00194,2021-04-29
PROD_00000195,Kitchen - Reverse-engineered client-server functionalities,Home & Garden,Kitchen,1359,3533,2.01,SKU-HOM-00195,2025-02-03
PROD_00000196,Organic - Cross-group web-enabled standardization,Food & Gourmet,Organic,221,342,1.52,SKU-FOO-00196,2022-10-09
PROD_00000197,Team Sports - Expanded regional algorithm,Sports,Team Sports,65,160,1.78,SKU-SPO-00197,2022-03-23
PROD_00000198,Garden Tools - Adaptive context-sensitive paradigm,Home & Garden,Garden Tools,765,2223,1.04,SKU-HOM-00198,2024-05-03
PROD_00000199,Puzzles - Team-oriented heuristic analyzer,Toys,Puzzles,121,297,2.77,SKU-TOY-00199,2021-05-27
PROD_00000200,Skincare - Cloned zero tolerance support,Beauty,Skincare,805,1500,0.73,SKU-BEA-00200,2022-02-12
PROD_00000201,Smartwatches - Cross-group exuding intranet,Electronics,Smartwatches,1532,3295,0.97,SKU-ELE-00201,2023-04-27
PROD_00000202,Shoes - Function-based systematic knowledge user,Clothing,Shoes,757,1815,0.86,SKU-CLO-00202,2023-07-05
PROD_00000203,Action Figures - Enhanced reciprocal orchestration,Toys,Action Figures,1177,2551,3.91,SKU-TOY-00203,2024-03-18
PROD_00000204,Garden Tools - Centralized tertiary hardware,Home & Garden,Garden Tools,3041,4573,1.63,SKU-HOM-00204,2022-10-14
PROD_00000205,Bedding - Multi-layered fresh-thinking capacity,Home & Garden,Bedding,1060,1940,1.04,SKU-HOM-00205,2019-05-25
PROD_00000206,Jeans - Front-line mission-critical middleware,Clothing,Jeans,561,1494,1.13,SKU-CLO-00206,2025-05-11
PROD_00000207,Cameras - Ergonomic system-worthy process improvement,Electronics,Cameras,2067,5714,1.66,SKU-ELE-00207,2022-04-17
PROD_00000208,Nail Care - Assimilated eco-centric pricing structure,Beauty,Nail Care,2332,3575,8.35,SKU-BEA-00208,2024-02-05
PROD_00000209,Action Figures - Proactive grid-enabled matrices,Toys,Action Figures,2365,6903,0.48,SKU-TOY-00209,2024-01-29
PROD_00000210,Lighting - Total zero administration frame,Home & Garden,Lighting,246,457,3.24,SKU-HOM-00210,2024-02-10
PROD_00000211,Action Figures - Intuitive homogeneous moratorium,Toys,Action Figures,104,252,2.64,SKU-TOY-00211,2022-01-03
PROD_00000212,Haircare - Horizontal executive challenge,Beauty,Haircare,232,598,0.68,SKU-BEA-00212,2022-02-25
PROD_00000213,Building Sets - Multi-tiered discrete customer loyalty,Toys,Building Sets,815,2184,7.15,SKU-TOY-00213,2023-10-01
PROD_00000214,Comics - Expanded dynamic time-frame,Books,Comics,473,1375,2.83,SKU-BOO-00214,2020-07-21
PROD_00000215,Cycling - Sharable next generation moratorium,Sports,Cycling,328,600,0.99,SKU-SPO-00215,2023-12-19
PROD_00000216,Snacks - Integrated upward-trending instruction set,Food & Gourmet,Snacks,706,1948,0.26,SKU-FOO-00216,2020-06-14
PROD_00000217,Fiction - Mandatory asymmetric orchestration,Books,Fiction,92,140,2.07,SKU-BOO-00217,2025-01-15
